inputs ClimbRate, Sgz, P, Q, CurPitch, CurRoll, AbsRoll, DiffClb, DiffRollRate, DiffDiffClb, SeTime1, SeTime2, SeTime3, SeTime4, SeTime5, SeTime6, SeTime7, SeTime8, SeTime9, SeTime10, SeTime11, SeTime12, SeTime13, SeTime14, DiffSeTime1, DiffSeTime2, DiffSeTime3, DiffSeTime4, DiffSeTime5, DiffSeTime6, DiffSeTime7, DiffSeTime8, DiffSeTime9, DiffSeTime10, DiffSeTime11, DiffSeTime12, DiffSeTime13, DiffSeTime14, Alpha, Se, Goal
55,-56,0.48,-0.21,0.94,-0.8,-13,31,0.012,-0.9,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.038,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,1,0.036,-0.0017
-346,-2,-0.88,0.08,1.26,-0.2,-16,-3,-0.023,0.4,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.028,0.028,0.028,0.028,0.03,0.03,0.031,0,0,0,0,-0.001,0,-0.003,0,-0.001,0,-0.003,0,-0.002,0,0.9,0.031,-7.00E-04
-21,10,0.13,0.14,0.63,1.3,-15,-2,-0.001,-1.5,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.0011
-572,-10,-0.15,-0.18,0.96,0.5,-7,11,0.001,3.6,0.014,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,-0.001,0,0,0,0,0,0,0,0,0,-0.002,0,0,0,0.4,0.015,-4.00E-04
408,10,0.26,0.27,0.2,-1.1,-19,-11,-0.005,-0.4,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0014
-289,-24,-0.19,-0.29,1.59,-0.5,-8,17,-0.003,1.5,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0.042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.042,-0.001
18,-10,0.14,0.07,0.54,-0.6,-7,-6,-0.005,-0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
-24,-41,0.34,0.07,0.74,-0.5,-13,3,0.016,-0.6,0.025,0.027,0.027,0.027,0.027,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-0.0012
-110,-23,-0.22,-0.04,0.58,-2.2,-15,14,0.039,0.2,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
90,-41,0.29,-0.1,0.36,0.5,-5,11,-0.001,-0.2,0.016,0.016,0.016,0.016,0.016,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.015,-8.00E-04
-533,16,0.45,0.36,1.15,1.2,-6,-39,-0.014,-0.7,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.024,0,0,0,0,0,0,0,0,0,0,0,0,-0.006,0,0.7,0.024,-8.00E-04
-93,-3,0.16,0.03,0.58,0.4,-7,-3,-0.005,0,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-8.00E-04
-149,-85,0.26,-0.03,0.65,2.7,-13,9,-0.015,0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-0.0013
-187,-55,-0.49,-0.15,0.7,-0.9,-11,8,0.015,3.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.019,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.019,-4.00E-04
88,-20,0.14,0.05,0.53,-1.1,-8,-3,0.01,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-5.00E-04
-147,-18,0.15,-0.2,0.54,1.2,-5,22,-0.009,0.1,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.014,-6.00E-04
126,-34,0.16,0.09,0.53,1.5,-10,-5,-0.018,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.023,0,0,0,0,0,0,0,0,0,0,-0.002,0,-0.002,0,0.7,0.023,-0.0012
164,66,-0.4,0.14,0.42,-0.3,-11,-11,0.012,-1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
72,-21,0.03,-0.03,0.42,-2,-9,5,0.017,-0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-6.00E-04
424,-25,0.28,0.15,0.37,-1.8,-17,0,0.024,-0.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.03,-0.0015
270,13,-0.21,0.11,0.39,-0.4,-13,-5,-0.011,0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.023,-0.0011
-337,-12,-0.18,0.03,0.8,0.4,-6,-3,-0.006,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.018,-3.00E-04
744,-17,-0.25,0.04,0.4,-0.9,-15,-2,0.009,1.2,0.051,0.049,0.049,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.048,0.002,0,0.002,0,0,0,0,0,0,0,0,0,-0.001,0,1.4,0.048,-0.0015
-263,5,-0.17,0.08,0.77,1.7,-11,-4,-0.022,0.2,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-8.00E-04
-451,10,-0.21,0.07,0.96,-0.8,-7,-7,0,-0.2,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,-0.001,0,-0.002,0,0,0,0,0,0,0,0.6,0.02,-4.00E-04
289,51,0.74,0.24,0.33,0.1,-16,-15,0.009,1.2,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-0.0011
-74,25,0.36,0.02,0.61,-0.6,-7,-2,0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-5.00E-04
74,-37,-0.26,-0.11,0.4,-0.6,-11,17,0.018,0.6,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-4.00E-04
-61,-20,0.05,0.07,0.6,-0.7,-12,-3,0.016,-0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.02,0,0,0,0,0,0,0,0,0,0,-0.001,0,-0.002,0,0.6,0.02,-8.00E-04
131,-11,-0.17,0.08,0.43,0.5,-11,-4,-0.009,-0.3,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
-294,-33,-0.23,0.16,1.12,0.9,-18,-2,-0.022,0.1,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-0.0019
250,-70,0.49,-0.18,0.47,-0.8,-13,23,0.023,-0.3,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.028,0.027,0.027,0.025,0.025,0.025,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.7,0.025,-0.0013
-155,-31,-0.4,0.01,0.65,0.4,-10,3,0.002,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-5.00E-04
537,-5,0.19,0.09,0.05,0.6,-11,-5,-0.003,0,0.023,0.023,0.023,0.022,0.022,0.02,0.02,0.02,0.02,0.02,0.02,0.019,0.019,0.019,0,0,0.001,0,0.002,0,0,0,0,0,0.001,0,0,0,0.5,0.019,-0.0011
259,-19,0.26,-0.08,0.24,1.5,-5,9,-0.007,-0.1,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-6.00E-04
507,11,0.48,0.12,0.07,0.4,-12,0,0.002,-1.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-9.00E-04
166,-94,0.08,-0.1,0.37,-0.5,-12,15,0.028,-0.2,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.019,0.019,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0.001,0,0.001,0,0,0,0.5,0.018,-8.00E-04
-437,63,0.4,0.3,1.16,0.2,-8,-31,-0.008,0,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.026,0.026,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,-0.003,0,-0.002,0,0,0,0,0,0.7,0.027,-8.00E-04
-187,-52,-0.27,-0.14,0.63,0.8,-5,1,-0.027,2.4,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
367,-10,0.19,-0.04,0.14,-2.7,-14,14,0.023,-0.8,0.017,0.017,0.017,0.017,0.017,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0.001,0,0,0,0,0,0,0,0,0,0.5,0.016,-7.00E-04
21,16,-0.48,0.24,0.58,-0.5,-13,-22,-0.011,0.9,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.001,0,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0,0,0.6,0.022,-5.00E-04
-156,-23,-0.03,0.08,0.67,0.2,-15,-7,-0.016,1.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.019,-0.001
86,-13,-0.51,0.04,0.72,-0.2,-12,2,0.011,0,0.029,0.029,0.029,0.029,0.029,0.028,0.028,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0.001,0,-0.001,0,0,0,0,0,0,0,0.8,0.029,-6.00E-04
164,-14,0.32,0.21,0.42,0.7,-14,-13,-0.007,-0.5,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0013
385,-41,0.1,-0.02,0.22,0.1,-10,4,-0.012,0.4,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.001
-26,23,0.36,0,0.54,0.4,-8,3,0.006,-0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
169,23,0.02,0.08,0.4,-1,-13,-3,0.012,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-9.00E-04
32,-7,0.46,0.08,0.52,0,-11,-4,0.011,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,-0.002,0,0,0,0,0,0,0,0.6,0.02,-0.0011
1,-50,-0.31,0.05,0.52,0.7,-7,-5,-0.021,0.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-6.00E-04
502,-20,0.39,0.33,0.13,-1,-13,5,0.013,-4.5,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.023,-0.001
331,-40,0.33,0.11,0.24,0.9,-7,0,-0.01,-1.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-6.00E-04
233,2,-0.08,0.13,0.32,0.3,-10,1,-0.007,-4.1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.018,-7.00E-04
83,1,0.31,0.25,0.47,-0.7,-7,-1,0.004,-4.6,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.02,-5.00E-04
392,16,0.26,0.25,0.18,-0.5,-6,-2,0.008,-1.8,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.021,-4.00E-04
208,-12,0.49,0.05,0.35,1.6,-11,0,0.002,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-0.0012
91,-14,0.11,-0.05,0.39,0.2,-7,7,0.007,-0.9,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
-115,-47,-0.28,-0.06,0.86,0.6,-17,17,0.002,0.5,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.026,-0.001
-338,-4,-0.08,-0.11,0.78,-2,-9,4,0.013,2,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-5.00E-04
-185,2,0.5,0.17,0.72,-0.9,-11,-12,-0.005,-0.6,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.02,0,0,0,0,0,0,-0.002,0,0,0,0,0,-0.002,0,0.6,0.02,-9.00E-04
-161,-38,-0.44,0.13,0.76,-0.4,-20,2,0.021,0.4,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-8.00E-04
-158,-12,0.48,0.12,0.71,0.7,-9,-10,-0.013,0.3,0.019,0.019,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,-0.002,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.02,-0.0011
-90,-20,-0.72,0.02,0.61,-0.6,-16,7,0.006,1,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,-0.002,0,-0.001,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-364,-38,-0.29,-0.02,1.13,-0.3,-15,11,0.017,1.1,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.027,0.027,0.027,0.027,0.027,0.027,0.027,0,0,0,0,0,0,-0.005,0,0,0,0,0,0,0,0.8,0.027,-0.0011
-185,-10,-0.45,-0.22,0.67,-0.4,-6,7,0.002,3.1,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.016,-4.00E-04
-45,-15,-0.05,-0.03,0.8,0.7,-5,4,0.004,-0.6,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.026,-6.00E-04
190,11,-0.44,0.06,0.37,0.5,-7,-6,-0.013,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-4.00E-04
71,33,0.38,0.1,0.75,1.3,-5,-10,-0.005,-0.2,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.029,-6.00E-04
239,-35,0.04,0.08,0.32,0.4,-7,-6,0.003,0.2,0.02,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
325,9,-0.37,0.26,0.3,0.7,-14,-12,0.001,-2,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.022,-8.00E-04
332,-11,0.15,0.23,0.26,-0.2,-7,-21,-0.015,-3.9,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-7.00E-04
-58,-12,-0.18,0.1,0.6,0.7,-12,-6,-0.032,0,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.019,-6.00E-04
-89,-27,-0.16,0.11,0.62,0.9,-18,3,-0.018,0,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.02,0.02,0.021,0.021,0.02,0,0,0,0,0,0,-0.001,0,0.001,0,-0.001,0,0.001,0,0.6,0.02,-0.001
-431,31,-0.04,0.2,0.97,1.3,-14,-15,-0.016,0,0.02,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.021,-0.0011
68,-50,0.29,0.14,0.9,1.6,-11,-8,-0.013,-0.1,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-0.0015
65,-37,-0.1,0.11,0.9,-1,-7,0,0.004,-1.4,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-6.00E-04
-36,-56,-0.37,-0.04,0.51,0.7,-5,4,-0.008,0,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,-0.001,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-5.00E-04
-54,6,0.08,0.05,0.62,-1.7,-10,-2,0.018,-0.2,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-5.00E-04
-22,66,-0.08,0.23,0.61,0.5,-8,-15,-0.01,-0.6,0.02,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,-0.002,0,-0.002,0,-0.001,0,0,0,0,0,0,0,0,0,0.6,0.022,-6.00E-04
-245,-12,-0.45,-0.03,0.74,-0.2,-11,6,-0.004,1.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.018,0,0,0,0,0,0,0,0,0,0,0,0,-0.002,0,0.5,0.018,-6.00E-04
-257,19,-0.2,0.12,0.77,0.9,-11,1,-0.036,-1.7,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-6.00E-04
-54,2,0.24,0.08,0.74,0.2,-7,-6,-0.005,-0.3,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7,0.024,-6.00E-04
-160,2,-0.1,0.01,1.03,-0.7,-12,-4,0.005,1.2,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,-9.00E-04
-86,8,-0.4,0.12,0.63,0.7,-8,-10,-0.002,-0.2,0.019,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-6.00E-04
-365,-6,-0.21,-0.11,1.39,-1.5,-11,12,0.023,1.3,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.035,-8.00E-04
-140,-10,-0.03,0.34,0.9,-2.1,-18,-13,-0.004,-1.4,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.8,0.028,-0.001
230,-8,-0.12,0.09,0.56,-0.7,-20,9,0.008,0,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.029,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0,0.8,0.029,-0.0015
-172,-22,0.4,0.07,1.09,1.1,-18,3,-0.003,1,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0.033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.033,-0.002
-42,-3,-0.42,0.15,0.59,-0.4,-16,-7,-0.005,0.4,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,-0.001,0,0,0,0,0,0,0,0,0,-0.001,0,-0.001,0,0.6,0.02,-8.00E-04
-419,-30,0.23,-0.05,0.85,-1.3,-17,19,0.027,0.5,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-9.00E-04
-87,13,0.12,0.13,0.64,0.9,-8,-13,-0.012,0.1,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0.02,-7.00E-04
441,-2,0.23,0.28,0.47,-1.7,-13,-14,0.008,-1.6,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.034,-0.0011
-261,8,-0.07,0.07,0.78,0.5,-11,-2,-0.006,-0.1,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.019,-7.00E-04
-35,-49,-0.14,-0.02,0.51,1.8,-4,1,-0.016,-0.1,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.015,0.016,0.016,0.017,0,0,0,0,0,0,-0.001,0,0,0,-0.002,0,-0.002,0,0.5,0.017,-4.00E-04
-456,-35,0.15,-0.07,0.93,0.9,-11,-3,-0.01,1.9,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-0.001
-164,-6,0.19,0.16,0.75,1.1,-10,-17,-0.021,0.7,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.021,0.022,0.022,0.022,0.022,0.022,0,0,0,0,0,0,0,0,-0.002,0,0,0,0,0,0.6,0.022,-0.0011
-297,-19,-0.18,-0.02,0.77,-0.3,-7,2,-0.019,0.1,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.017,-7.00E-04
15,-25,-0.71,-0.13,0.46,-1.5,-8,12,0.004,0.3,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.018,0.016,0,0,0,0,-0.001,0,-0.001,0,-0.001,0,0.001,0,0.002,0,0.5,0.016,-2.00E-04
1,-51,0.33,-0.15,0.87,-0.7,-7,19,-0.005,-1.3,0.032,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.03,-7.00E-04
222,-23,0.01,-0.05,0.72,-0.9,-13,10,0.01,-0.2,0.036,0.036,0.036,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0.034,0,0,0.001,0,0,0,0,0,0,0,0,0,0,0,1,0.034,-0.001
